original_group_name,masked_group_name
Kuvinduka And Ivinda W Group,GRP_ujrqfdw
Neema W.Group Kwa Mulinga,GRP_bfnsdqi
Kielelo Group,GRP_owavofb
Kielelo W .Group,GRP_jcbpjiu
Ndata Ya Kituluni W.,GRP_dfalcup
Active Mothers Group,GRP_zfrfnpa
Twonane Kwakya W Group,GRP_sqbrmuf
Twonane Women Group,GRP_ziudlss
Weendesyio W Group,GRP_kuikwvr
Wendesyio W Group,GRP_dshnvsl
Mwoloto Wa Kikauni Self Help Group,GRP_objojrh
Uvuukyo Self Help Group,GRP_bhkuxaf
Kathome Dairy Farmers,GRP_ivytotp
Uumisyo Wa Kinyui W.Group,GRP_lrkpeeh
Blessed Mothers Isooni,GRP_njhaqbr
Isinga Winner Group,GRP_bgtoeet
Katulu Self Help W Group,GRP_tglxybz
Kyakamaka W Group,GRP_wnljvrq
Utui Valanda W Group,GRP_coysaco
Mutui Valanda W Group,GRP_hkkesni
Nesa Nenyo W Group,GRP_ticstqp
Nesa Neyo W Group,GRP_uxtwklq
Wikwatyio Wa Aka Group,GRP_ftwtsdc
Wikwatyo Wa Aka W.Group,GRP_xkpdhoc
Wikwatyio Wa Aka W Group,GRP_myplzhq
Muuo Wa Mbavini,GRP_oefccov
Mwoloto Wa Kikauni,GRP_rejxuqm
Mbenini W Group,GRP_rnsxnjn
Wilea We Nau W Group,GRP_kxljstu
Wilea We Nau Group,GRP_sulhfzw
Muuo Wa Mwatate Sh Group.,GRP_lkcieca
Macedonia Group,GRP_wcrnpnn
Aka Mene Mbee,GRP_lsoigwk
Kuma Nzeo W Group,GRP_uidjohu
Weendeesyo W Group,GRP_mjgxqml
Macedonia Self Help Group,GRP_hgdtmxj
Macedonia Sh Group,GRP_kfqjpwz
Munyu Mweu W Group,GRP_tvjdmoj
Wendo Museo,GRP_uvyomxy
Fao Farmers Group,GRP_iusfbqx
Kyakamaka Sh Group,GRP_cgrrrgd
Ninyooka Nivika Va Group,GRP_nkupzum
Ninyooka Nivika Va W Group,GRP_iiwnfui
Kambuvu W.Group,GRP_eneffiq
Kavumbu W Group,GRP_jupziwe
Mutui Mbililo Group,GRP_dhneaty
Mutui Mbililo W Group,GRP_znympen
Ilolondo Ya Muuo,GRP_qpfjipu
Ilolondo Ya Muuo W Group,GRP_yrvcbdv
23 Sisters W Group,GRP_jxqhylg
Muuo Wa Amwe W,GRP_wedvizg
Ngwata Kwoko Ngukwate W,GRP_fiikqnr
Blessed Mothers W Group,GRP_yhwzfov
Uamani/Mbavini Farmers W,GRP_nrddkdo
Uamani/Mbavini Farmers Group,GRP_bdwehph
Uuamani/Mbavini Farmers,GRP_fdevaah
Kanini Kaseo W Group,GRP_kwmfpmn
Kanini Kaseo W,GRP_knooamw
Uumisyo Wa Kamutini W Group,GRP_xxmkcmp
Wendo Museo W,GRP_yyyivzp
Mangauani W Group Tala,GRP_fkiushb
Ngui Ti Kiembeni Women Group,GRP_nwfyvmv
Kiembeni Ti Kiembeni Women Group,GRP_pacqbdx
Mtaa Active Mothers W Group,GRP_inbxxbh
Active Mothers W Group,GRP_kjdnsqa
Kaza Mwendo W,GRP_gupsscq
Ndokanio W Group,GRP_piiaped
Ndokanio Group,GRP_ltlecty
Uuamani Mbavini W Group,GRP_hwxiqbk
Uuamani Mbavini Sh Group,GRP_gamocaz
Aka Akuu W Group,GRP_lnzlqum
Katholi W Group,GRP_glrevit
Ilolondo Ya Nguliao,GRP_nfoauvn
Ngolio North W Group,GRP_kyluuuf
Ilolondo Ya Ngolio North W Group,GRP_znsklkm
Ilolondo Ya Ngulio North W Group,GRP_zwrsggn
Uamani Mbavini W Group,GRP_glgdmic
Uamani Mbavini Sh Group,GRP_qaxxwlh
Mutituni Farmers Group,GRP_qenhvrm
Mutituni Farmers,GRP_hbihcif
Wendo Museo Wa Aka,GRP_rnjyegl
Wendo Museo Aka W Group,GRP_zymdvbh
Macedonia W Group,GRP_ujogubm
Kaseve W Group,GRP_ajehrae
Ilolondo Ya Muuo Group,GRP_tiwrtxf
Kambusu W Group,GRP_ntuqlfx
Uumisyo Wa Kamutini W,GRP_jxcafqm
Mumo Wa Aka W Group,GRP_tqrkafk
Muuo Wa Mbivini W Group,GRP_mlbbprj
Kevumbuni W Group,GRP_gleqqxc
Kevumbuni W 3,GRP_istrtqr
Ngui Ti Kiembeni Women Group Atu,GRP_zgtukql
Ninyooka Nivika Va,GRP_xehmfmq
Ilolondo Ya Katulu W.Group,GRP_rspjdmu
Ilolondo Ya Katulu W Group,GRP_lqvhipm
Uuamani Mbavini Sh,GRP_wclvczu
Smart Grow Self Help Group,GRP_zrxkmuj
Smart Self Help Group,GRP_lcqbjai
Smart Grow Self Group,GRP_volyecy
Mwoloto Wa Kikauni W,GRP_jqqktin
Kithumuoni W Group,GRP_wkafkig
Kikaluni W Group,GRP_eqvouqz
Uumisyo Wa Aka,GRP_thgyboa
Aka Ma Uumisyo W Group,GRP_gkhjekb
Wendo Wa Kelulueni Group,GRP_tpcxtoe
Ngui Ti Kiembeni W.Group,GRP_fxzvlst
Mbukelye Ngukukye W Group,GRP_ljukcgq
Kituluni W Group,GRP_mgcgpns
Mbukelye Ngukelyew W Group,GRP_nipmpqg
Osa Vinya Mundu Muka W Group,GRP_tqpznfv
Mutata W Group,GRP_uxagmzt
Smart Grow Self Help,GRP_popnwid
Thome Wa Uamani W Group,GRP_thvipoa
Utheu W Aka W Group,GRP_msfjamc
Utheu Wa Aka W Group,GRP_twhawgi
Enjoy Mothers W Group,GRP_qbnnqjk
Enjoy Mothers Group,GRP_xqvjszf
Kituluni Self Help Group Secretaray,GRP_ciqesfk
Barakeiwet Joywo Group.,GRP_pkhhjoa
Group 2 Chebigoi Sda Prayer,GRP_hxubpcc
Lamaiwet Nasep Group.,GRP_ifoqyez
Kapungut Joywo Group.,GRP_ijsgqqy
Kosakata Joywo Group.,GRP_qshudne
Barakeiwet Morning Star Group.2,GRP_eygzovh
Kap Kumur Silk Group 2.,GRP_eriwppn
Kalyet Barakeiwet Group.,GRP_zetwecy
Kalyet Barakeiwet Group,GRP_lecxzbi
Kalosunet Silk Group.,GRP_msjqlnm
Kebulwet Silk Group.,GRP_gemqqvp
Reformers Group,GRP_ntonyke
Namgoyet Joywo Group,GRP_zqicgxj
Kayanet Seretyo Joywo Group,GRP_vbkehdp
Umoja Joywo Group.,GRP_bqqrqvs
Brothers And Sisters Merry-Go-Round Group.,GRP_jtlolow
Kapkumur Silk Group,GRP_fpbqmqk
Mogoiwet Nasep Group,GRP_azmeblf
Si Order Group,GRP_llqocyw
Mogoiwet Dip Baraza,GRP_vvusijm
Taunet Ne Lel Self Help Group,GRP_aftligs
Chomyet Merry-Go-Round Group,GRP_eppakjm
Mt. Zion Joywo Group,GRP_zjjgsgf
Kap Ngorom Women Group,GRP_nhxqbuk
Olserkech Scheme Group.,GRP_nuzcrpb
Kipngeru Juhudi Group,GRP_vyudahq
Gotap Leketio Joywo Group.,GRP_jgvufog
Gotap Leketio Joywo Group,GRP_pfuhlmn
Blessed Hand Juhudi Group,GRP_ecxhvve
Chepkoyo Silk Group.,GRP_bosgslx
Kennedy Marithm Home,GRP_gghnizd
Tuyobei Lemook Apex Group,GRP_oiydawp
Jamarot Silk Group,GRP_yplqufb
Kipakenge Joywo,GRP_bmpplgy
Mumetet Gaa Joywo Group.,GRP_wwsbcug
Biribiriet Lelmokwo Agricultural Training Group 2,GRP_gahdzsj
Kapngetich Agricultural Training Group 2,GRP_ditnnak
Silk Group.,GRP_nrticdq
Koikaro Silk Group.,GRP_dlykijw
Kisabei Husler Joywo Group,GRP_oguylla
Roman Catholic Teachers Group,GRP_fumkroq
Jebarus Joywo Group A,GRP_sqpsbfn
Tamboyo Shiners Silk Group,GRP_lwobxlm
Brothers And Sisters Merrigo Round Group,GRP_afojljv
St Luke Teachers Group,GRP_fmcgaiz
Kuryot B Joywo,GRP_keiceqr
Jebarus Joywo Group 2,GRP_cvwyyoe
Judea Kebulwet Joywo,GRP_ztaiire
Barakeiwet Joywo Group,GRP_lajqnfs
Tamboyo Group 2 Silk Group,GRP_kytqesc
Surupea Joywo Group,GRP_kthkbqq
Kuryot Joywo Center Kwanza Group,GRP_ceszbfd
Ngeny Barak Joywo Group 2,GRP_zphmpyu
Kuryot J,GRP_zwflfla
Chebigoi Sda Prayer,GRP_bwjhkta
Nyabite Buying Center Farmers,GRP_fbkujpq
Nyagwetigana Women Group,GRP_zxzciir
Ebate Buying Center Farmers,GRP_scvwssr
Kebariga Women Group,GRP_hprlejd
Mama Mcatholic Group 47,GRP_hgmnkrg
Mama Mcatholic Group 476,GRP_daabbwc
Chikamati Widows Women Group,GRP_eldhpyw
Chikamati Widows Women P,GRP_aizdncf
Nyamwobo Self Help Group,GRP_diinohf
Tujenge Self Help Group,GRP_fjddtll
Mama Mcatholic Group 37,GRP_dihvuhz
Enyage Women Group,GRP_fblgqbj
Tigo Windows Farmers Group,GRP_vvqhovd
Slick Self Help Group,GRP_ruivsvk
Slick Self Help,GRP_zgvmbgj
Mama Mcatholic Group 6,GRP_xfyrwnz
Kionyanya Women Group,GRP_hlrekky
Kionyanya,GRP_hqfthqo
Mabariri Coffee Farmers,GRP_yatbrqp
Kioge Catholic Church,GRP_omwjwkf
Kioge Catholic Choir,GRP_zxoqlct
Mageri Elders Group,GRP_kkhweie
Chikamati,GRP_migtdca
Kioge Disabled Women Group,GRP_kgvhdde
Omosaragei Women Group,GRP_zecxjfz
Tigo Self Help Group,GRP_bigtxng
Bomagesi Women Group,GRP_duwpftx
St Monica Farmers Group,GRP_efmgebk
Gekendo Buying Center Farmers,GRP_hcuazba
Mabariri Coffee,GRP_khdogvk
Eronge Nyareku Youth Group,GRP_gwnbndc
Nyamwobo Self Help,GRP_vwffbjf
Kioge Church Choir,GRP_ayvqpbs
Bonogwe Self Help Group,GRP_garvrbk
Omogetutu Women Group,GRP_fcysnjy
Mama Mcatholic Group 3,GRP_mkdznss
Osho Welfare Farmers Group,GRP_uhuwufd
Mwa Chweya Farmers Group,GRP_zmljhtp
Viusasa Self Help Group,GRP_jnfxguz
Monga Omogoko Women Group,GRP_oahanxy
Omogoko Women Group,GRP_spojxkr
Bokiige Cig Group,GRP_jujgfxy
Mageri Farmers Group,GRP_pfvqovp
Viusasa Women Group,GRP_bfkwhbr
Nyabite Buying Center T,GRP_ogkzxez
Nyabite Buying Center,GRP_lxuqsek
Bokeira Youth Group,GRP_dvshkzr
Kiabiraa Youth Group,GRP_qutcspj
Nyabomo Self Help Group,GRP_asnhqqf
Eronge Youth Nyareku Group,GRP_xlejwlp
Nyabweri Youth Group,GRP_opoxxhy
Mageri Elders Farmers Group,GRP_dppuznz
Bomwagamo Youth Group,GRP_vmarhqe
Bokeira Farmers Group,GRP_sqqjcgz
Osho Walfare Group,GRP_qyniphf
Chikamati Widows Women,GRP_mcxkcru
Ekerenyo Youth Group,GRP_xujzxux
Ekerenyo,GRP_iopgwkl
Osho Walfare,GRP_hdousmb
Bundo Walfare Group,GRP_fuuvmbu
Minto Mwa Chweya Group,GRP_kvjpyri
Enyage Self Help Group,GRP_ynixxch
Nyabite Buying Certer Farmers,GRP_modcvbx
Ebate Buying Certer Farmers,GRP_mopbgka
Enyage Women Group B,GRP_chyszed
Kionyanya Women,GRP_ffacnli
Monga Omogoko Self Help Group,GRP_uvrloys
Roga Main Self Help Group,GRP_lydcbyb
Mabariri Village Farmers,GRP_ljfklgg
Gekendo Buying Certer Farmers,GRP_pcvfacb
Nyakeonya Self Help Group,GRP_leikoil
Kiamogake Self Help Group,GRP_syxfxxe
Nyamokia Self Help Group,GRP_gpayycf
Engacaro Women Group,GRP_dtptwex
Mabariri Coffee Group,GRP_efywwuy
Imani Nyankono Women Group,GRP_mfxdojz
Omwakenya Walfare Group,GRP_pxavdcd
Bomaeke Self Help Group,GRP_gfbtcuf
Kioge Widows Women Group,GRP_vrxmdom
Ritobori Women Group,GRP_ifwpnzn
Make Ya Women Group,GRP_qgfyaaw
Viu Sasa Women Group,GRP_dhkjyst
Nyakenyomisia Self Help Group,GRP_tzdvqsv
Tuinuane Group B Farmers,GRP_ettnzsy
Tumaini Self Help Group,GRP_pvjyluz
Maji Mzuri Walfare,GRP_wtkfntd
Kioge St Cherome,GRP_absjmcg
Mwancha Farmers Group,GRP_pfkbtdw
Mwancha Self Help Group,GRP_hofhvod
Nyangono Irandi Farmers Group,GRP_kontcgt
Zone,GRP_zkzozkh
Bisembe Coffee Factory Farmers,GRP_admblow
Sironga Field Day Farmers Group,GRP_moximzo
Osho Welfare Farmers,GRP_fgkiinx
Igare Bodaboda Self Group,GRP_ihowqej
Happy Mothers,GRP_gjgmhzt
Katra Farmers,GRP_zatdnmk
Kahrobpoultry,GRP_pyuxihc
Kahro Water Project,GRP_mgihbcv
Kahero Water Project,GRP_eldolfz
Umoja Women Shg,GRP_ozqlcox
Karinde Jiinue,GRP_dhbwkfo
Happy Mothers 2021,GRP_hqkpoai
Kahero Poultry Shg,GRP_oihoskx
Kahero Poultry,GRP_lfionyd
Muthiga Gishesheni,GRP_lqkpbnc
Muthiga Gishesheni Shg,GRP_eaojxnv
Kinoo Shg,GRP_ireqayf
Karinde Navcdp,GRP_dbgdriv
Muthiga Navcdp,GRP_apcuxsq
Gikambura Navcdp,GRP_tdpkqit
Kinoo Navcdp,GRP_zgwuqzw
Kikuyu Navcdp,GRP_zqzeoqn
Kikuyu Nabcdp,GRP_ctvymnh
Kabete Navcdp,GRP_lyuiufu
Gitari Navcdp,GRP_yraosnz
Nachu Navcdp,GRP_ikkxquj
Nachu Women,GRP_aokcyrq
Sigina Navcdo,GRP_rasjozd
Sigona Naclvcdp,GRP_azimybf
Sigona Navcdp,GRP_cnhptpo
Kinoo Meeting,GRP_bmzmutn
Konoo Navcdp,GRP_naqptzn
Kaheho,GRP_ulbnuva
Kaheho Shg,GRP_axezhrf
Karinde Baraza,GRP_fhvnicr
Ha-Mugungu Women Group,GRP_ikhppkc
Ha Mugungu Women Group,GRP_sjkosmx
Sisters Love,GRP_ysbgfrb
Karinde Women Group,GRP_caftpmg
Karinde Women,GRP_mimossr
Lusigeti Cddc,GRP_qfnannw
Lusigeti Women,GRP_flhwjch
Lusigeti Women Cig,GRP_bykcvib
Karinde Shg,GRP_cteceuo
Karinde Township,GRP_psqpsyd
Ikinu Shg,GRP_mhmvxcv
Kigumo Shg,GRP_mylqfea
Ngure Cig,GRP_fxthfdl
Hamugungu Shg,GRP_qyokdzl
Hamugungu,GRP_juaspch
Hamungu,GRP_mduigpf
Nachu Njaa Marufuku,GRP_bbhgqhg
Makutano Cig,GRP_csklstf
Kio Self Help Group,GRP_nuzpnvu
Kiof Self Help Group,GRP_rnlatnr
Mukuyuini,GRP_ylxstib
Mukuyuini Disability Group,GRP_sduvdcz
Kabete Cwa,GRP_vrhfmwv
Ngecha Township,GRP_bnyicvn
Gatune Development Group,GRP_onvmxgt
Gatyne Development Group,GRP_rphjwek
Gitiba Maendeleo,GRP_dqlrxxx
Murengeti Joy,GRP_usednge
Runaka Sacco,GRP_wfkkfcs
Tirema Potato,GRP_zhcfoed
Victory Group,GRP_nvoxumw
Napi Women Group,GRP_tzugros
Ebenezer Cig,GRP_ndbdgvs
Unity Is Power,GRP_itntimy
Kariline Dairy,GRP_tzykiyh
Gatimu Group C,GRP_tnwulvx
Thingati Women,GRP_iwhlkxd
Gatimu Group B,GRP_bxztucp
Gatimu Group D,GRP_sbxsrwz
Ack St Barnabas,GRP_xtmeykq
Nduma Shg,GRP_nlnlbae
Nduma She,GRP_btbpbfi
Gatimu Group A,GRP_hotspjw
Mawathaine Cig,GRP_avoezzs
Mawathaine Shg,GRP_okjaerq
Mawathaine,GRP_zsgihwp
Beta Narigp,GRP_uogalmo
Gatimu Group E,GRP_izehpuv
Boroti Shg,GRP_colcjuq
Karine Women Cig,GRP_evhwapw
Karine Women,GRP_jhknwyx
Kirimani Women Group,GRP_ptgnoxc
Kirimani Women Group!,GRP_cfxfrkd
Mkulima Nyenji,GRP_uvlwdez
Mukuyuini Disability,GRP_qozfcui
Gatuni Cig,GRP_ewxjqgb
Smart Mothers,GRP_ekvzdju
Nachu Fish Farmers,GRP_zlbqzsp
Women For Transformation,GRP_xybaxqu
Kirimani Women Cig,GRP_lvavkbx
Kirimani Women,GRP_nrculbc
Holy Cross Cig,GRP_ruvxyye
Ngecha Self Help Group,GRP_rcotrdq
Urumwe Local,GRP_puyasfj
Witikio,GRP_dcqegae
Mai A Hii,GRP_ietcwaj
Thogoto Cig,GRP_difsmyq
Ngecha Shg,GRP_ygrtyxr
Kikuyu Self Help Group,GRP_wnitaso
Gatune Self Help Group,GRP_oymkbvk
Gatuni Self Help Group,GRP_mqjtoll
Kamangu Women,GRP_npkqzjb
Seniors Women Group,GRP_yvhydjf
Migumoini Shg,GRP_jzrugsl
Karuini Women,GRP_xxrwrlg
Gatimu Group F,GRP_kfhgjsm
Wamoro Irrigation Women,GRP_ovlydbx
Wamoro Irrigation Group,GRP_kkesunw
Maendeleo Ya Wanawake Organization,GRP_odxfcnk
Maemdeleo Ya Wanawake Organization,GRP_cswphzz
Mukema Shg,GRP_uqpenif
Makanya,GRP_ehznikl
Gikambura Cig,GRP_kdnmlvc
Kamangu Sacco,GRP_ndbyujr
Maii-Ini,GRP_hyfgozh
Witikio Shg,GRP_gmodwhy
Gitari Disability,GRP_qoptgsh
Kikuyu Community Sacco,GRP_wtrpeaa
Thingombe,GRP_gkoiwgk
Ngwataniro Shg,GRP_txufisl
Undire Self Help Group,GRP_qjvdbxg
Rhino Park Cig,GRP_edyaxsc
Rungiti Shg,GRP_amyxcns
Umoja Mtaani Self Help Group,GRP_igirgfy
Muumgama Gweka,GRP_cerilaa
Kikuyu Cddc,GRP_ismplxc
Ndeiya Kanyanjara,GRP_urbrbjg
Kerwa Farmer Forum,GRP_iqvknpc
Kikuyu Farmer Forum,GRP_sykxzwj
Sigona Cig,GRP_xpdhtbj
Myongara/Baraniki Self Help Group,GRP_yefvlgx
Ngambaa Shg,GRP_mlkczrm
Kuuga Na Gwiko,GRP_mfjhirw
Makumbusho Women,GRP_zgmjhnr
New Sigona Hugi,GRP_bwtguxm
One Acre Cig,GRP_gkwwdok
Thigio Farmer Forum,GRP_bqwtvuj
Gatimu Women,GRP_paimuvl
Kamangu Shg,GRP_zyvmwej
Gikambura Farmer Forum,GRP_dakaqpw
Nachu Farmer Forum,GRP_vmlnzwv
Moh Training,GRP_uspzzrz
Karai Cig,GRP_ucizdzj
Limutu Farmer Forum,GRP_sudpmfg
Limuru2 Farmer Forum,GRP_gihlwhu
Muguta Pwd,GRP_vvvmkst
Redhill Farmer Forum,GRP_ymnqefy
Githunguri Ads Farmer Forum,GRP_wwgbnsy
Mugungu Farm,GRP_skmervp
Kiambu Farmer Forum,GRP_dvpgkbm
Komothai Farmer Forum,GRP_aqenhmk
Miguta Ads,GRP_mvawwul
Waruhiu Ads,GRP_hznhihj
Mithahato Ads,GRP_fgxptet
Makutano Ads,GRP_fdixknt
Ndeiya Ads,GRP_zjltbkm
Tiekunu Ads,GRP_hzhcbpq
Ndinguini Ads,GRP_wzoguhk
Kabuku Self Help Group,GRP_gdtelvi
Kabati Ads,GRP_sfoddui
Kamangu Ads,GRP_bmfcxvs
Mai A Hii Ads,GRP_jnnmpco
Gikambura Ads,GRP_aaauldj
Kahero Ads,GRP_lxmbwjj
Lusigeti Ads,GRP_fukltyq
Kamangu B Ads,GRP_dacamgw
Limuru Navcdp Forum,GRP_vaxzgib
Karia Ads,GRP_htonqjs
Gathaithi Ads,GRP_acuhqxi
Imwe Group,GRP_rubmkgj
Kamondo Ads,GRP_hchlktl
Kiababu Ads,GRP_uwqjocw
Miratho Ads,GRP_mpbffzt
Mikaka Ada,GRP_ulrnfjn
Kwiyaka Gachuthi Ads,GRP_fuuqggo
Gukena Nduma Ads,GRP_nmdynim
Kerwa Ads,GRP_eanyfgy
Muguga Ads,GRP_gbpnugw
W F D 2025,GRP_jrupmjq
Ngarariga Ads,GRP_bbekrqt
Murengeti B Ads,GRP_eptvfrm
Kamukira Vsla,GRP_vjknqos
Ihiga Ads,GRP_jwaewtj
Matuguta Ads,GRP_pcrxvfg
Nachu Ward Comm6Sscco,GRP_iaboysl
Komothai Ads,GRP_hvkrwrq
Komothai B Ads,GRP_rnowvvm
Kigumo Ads,GRP_frkhuly
Ikinu Vsla,GRP_puwxycd
Githiga Ads,GRP_mdhczny
Komothai C Ads,GRP_jutislp
Mlango Ads,GRP_sdljyaj
Ngecha Ads,GRP_gevtcuk
Tujiinue Ads,GRP_hoanqda
Ihimga Ads,GRP_jeqvwiq
Riunderi Community Shg,GRP_lwsitwv
Kikuyu Ward Community Sacco,GRP_xlozvoc
Rumwe Shg,GRP_rmoygte
Undire Shg,GRP_husyxlb
Duka Moja Farmers Group,GRP_nurpldg
Kapsiongo Chepkorgen Farmers Group,GRP_upsrgwf
Mosonik Soget Farmers Group,GRP_lfyouvj
Soimosiek Farmers Group,GRP_cvignty
Okilge Farmers Group,GRP_iqltawn
Kapkoros B Farmers Group,GRP_rciqbzw
Moriko Farmers Group,GRP_yqfvuqk
Kiptenden Farmers Group,GRP_lflpusj
Masindoni Farmers Group,GRP_atohzbm
Kiptenden Ndamama Farmers Group,GRP_hfgdazc
Chesegem Farmers Group,GRP_pzaumib
Taparit Umoja Farmers Group,GRP_uyorlbi
Taparit Umoja Farmers,GRP_nurmnho
Chepkirip Farmers Group,GRP_xkkdlal
Kiptagee Farmers Group,GRP_ldznymr
Chepostuiyet Farmers Group,GRP_hqphjqj
Simotwet Dairy Farmers Group,GRP_lgwjihu
Highlands Farmers Group,GRP_gdoclib
Kigana Farmers Group,GRP_zcbwuns
Soimosiek B Farmers Group,GRP_cinrzki
Kimugul Farmers Group,GRP_txvwckz
Kertai Farmers Group,GRP_oamklem
Ndanai Central Farmers Group,GRP_wblnkaj
Sagana Farmers Group,GRP_neupyvs
Kapchumbe Farmers Group,GRP_ffgwqrh
Kabuson Solidarity Farmers Group,GRP_ynxfqim
Kabuson Zone Farmers Group,GRP_epemkzg
Tuiyobei Farmers Group,GRP_mkluedj
Kiptagee F Farmers Group,GRP_jupbedk
Kipsingei Farmers Group,GRP_hnpamif
Kapolesobei Farmers Group,GRP_nbxqctx
Kapsosurwo Farmers Group,GRP_kpbnnyo
Lorna Bridge Farmers Group,GRP_qqayroz
Moita Farmers Group,GRP_eaqzsnx
Kisiara Farmers Group,GRP_rfmvatk
Chepkorgen Farmers Group,GRP_nkkrphp
Chebarus Farmers Group,GRP_vgsvvvt
Kasonda Farmers Group,GRP_mzpxibx
Kosimbei Farmers Group,GRP_rgavuao
Sunshine Farmers Group,GRP_atdpoiq
Kapoleseroi Farmers Group,GRP_tblzerg
Uswet Farmers Group,GRP_quagidu
Uswet B Farmers Group,GRP_fbtyjio
Uswet Farmers B Group,GRP_irasbyt
Kimananga Farmers Group,GRP_svrmiil
Taparit Farmers Group,GRP_hqjtkcx
Springs Farmers Group,GRP_mhuasra
Makiche Farmers Group,GRP_jyhgdyu
Kweleta Farmers Group,GRP_aaqhmwd
Kamunduki Farmers Group,GRP_wdumlmm
Yoywana Farmers Group,GRP_agfainw
Leldet Farmers Group,GRP_qqdygxx
Block Five Farmers Group,GRP_wgiisom
Block Three Farmers Group,GRP_jlhobvi
Block One Farmers Group,GRP_zyzbmsl
Chemaitany Farmers Group,GRP_djygede
Bingwa Farmers Group,GRP_junsdbz
Yoywana Block One Farmers Group,GRP_djqxnra
Unity Farmers Group,GRP_zvutryd
Siongiroi Farmers Group,GRP_bmuqqte
Tabaita Farmers Group,GRP_exgissv
Reberwet Block 1 And 2 Farmers Group,GRP_btakfvl
Reberwet Block 3 And 4 Farmers Group,GRP_pzzkboy
Kamabwai Farmers Group,GRP_yncbiqa
Kaplelechwo Farmers Group,GRP_wccyxbk
Chepnyalilyet Farmers Group,GRP_liqfoyt
Inua Farmers Group,GRP_ryaiqag
Kabarak Farmers Group,GRP_polquwq
Cheptangulgei Farmers Group,GRP_wdrhrqo
Kapsinendet Farmers Group,GRP_lmhoqcs
Ngenenet Farmers Group,GRP_fqvweah
Ngenenet Block One Farmers Group,GRP_wmpmmqj
Baraka Farmers Group,GRP_cliennz
Kapsinendet Unity Farmers Group,GRP_fqepwtr
Motiret Farmers Group,GRP_tcmgmld
Chesogori Farmers Group,GRP_lnfbrfz
Chemagel Farmers Group,GRP_jsqgfgx
Kapisimba Farmers Group,GRP_bxvzzav
Chelelach Farmers Group,GRP_dkssfll
Green Land Farmers Group,GRP_bsrpvvt
Simotwet Farmers Group,GRP_mhflkbd
Kabuson Farmers Group,GRP_nbhuudg
Cheplelyet Block One Farmers Group,GRP_tevkurm
Reberwet Farmers Group,GRP_pchfeim
Kapoleseroi,GRP_avzltms
Umoja Farmers Group,GRP_owsylso
Isimba Farmers Group,GRP_xpzrnoq
Chemagel Block Five Farmers Group,GRP_tnhaeby
Ngenenet Block Five Farmers Group,GRP_jzkkrgi
Kuresiet Farmers Group,GRP_qrwzglw
Kapamban Farmers Group,GRP_xqxgwyy
Kimugul Part 2 Farmers Group,GRP_lrokwwv
Cheptuiyet Farmers Group,GRP_cuxtliq
Chemaitany Block Two Farmers,GRP_cquefgy
Chemaitany Block Two Farmers Group,GRP_yfcwnql
Saunet Farmers Group,GRP_jgutyol
Kelyot Farmers Group,GRP_edbepcr
Kapsiongo Emitiot Farmers Group,GRP_nnuwmid
Baitany Farmers Group,GRP_vuwpoqm
Soget Farmers Group,GRP_souqgyn
Sepesepe Farmers Group,GRP_yzployu
Chepnyaliliet Farmers Group,GRP_infeogi
Tonposko Farmers Group,GRP_ihhguva
Baraka Centre Farmers Group,GRP_bfdhbiz
Kaptwolo Farmers Group,GRP_zeofafp
Chepwostuiyet Farmers Group,GRP_vxwwjqv
Plugum Farmers Group,GRP_txssjmu
Rotgaa Farmers Group,GRP_dlnaurm
Kimaya Farmers Group,GRP_fhczwvu
Emitiot Farmers Group,GRP_oxvrqjq
Cheplelyet Farmers Group,GRP_zfmcvlv
Cheplelyet Block Five Farmers Group,GRP_uboxrbh
Nursery Farmers Group,GRP_phepzso
Chesegem B Farmers Group,GRP_rbdpydi
Reberwet Block One Farmers Group,GRP_bspcsbn
Chemaitany Block One Farmers Group,GRP_kmxuhhs
Kamunduki Block One Farmers Group,GRP_cbyscsy
Koita Farmers Group,GRP_fobivis
Kayeba Farmers Group,GRP_qydevme
Atembwo Farmers Group,GRP_tbrobgs
Usonik Farmers Group,GRP_quokorw
Chelelach B Farmers Group,GRP_zxmtmds
Kapsinendet B Farmers Group,GRP_yvltqea
Yoywana 2 Farmers Group,GRP_oepmmkg
Cheptangulgei B Farmers Group,GRP_vojjukc
Chemagel A Farmers Group,GRP_qrvsdhw
Chemagel B Farmers Group,GRP_snivcbd
Chemagel C Farmers Group,GRP_tdokhus
Kapamban B Farmers Group,GRP_vkahssw
Bingwa B Farmers Group,GRP_cxtsjuu
Leldok Farmers Group,GRP_olrwyje
Sebe Sebe Farmers Group,GRP_dzgeywf
Sebesebe Farmers Group,GRP_eheuiow
Indisiot Farmers Group,GRP_fsmtwnu
Atebwo Farmers Group,GRP_yzcpwem
Chogo Farmers Group,GRP_vlwgzjj
Ogilge Farmers Group,GRP_muzbjrw
Saunosiek Farmers Group,GRP_jxqyikc
Greenland Farmers Group,GRP_hyhyvqf
Setkobor Farmers Group,GRP_mouwrfp
Maua Farmers Group,GRP_penczlc
Yoywana Block Five Farmers Group,GRP_sncbegx
Cheplelyet Block Three Farmers Group,GRP_xaxbmsu
Kapamban Block Two Farmers Group,GRP_jrfhdql
Kipsimba Farmers Group,GRP_bxzylhm
Kapsimba Farmers Group,GRP_yuyehsb
